Brand,Title,Rating,Author,Date,Review
Stagecoach UK,Waited over on hour at Denmark Road for…,1,,2025-03-28T18:23:17.000Z,Waited over on hour at Denmark Road for a number 10 that's supposed to run every ten minutes. I gave up and walked. Abissmal.
Stagecoach UK,I would give less if I could!,1,,2025-03-28T09:58:32.000Z,"I would give less if I could! I pay for 2 monthly passes at £97 each for my two teenage children to use to get to school per month because our local authority, in their infinite wisdom, decided not to subsidise the student passes. The first bus they get in the morning from home sometimes never arrives and the next one is an hour later, meaning they would miss the only one of 3 school area buses they would get next. This has happened once a week for three weeks and they never warn anyone on their service update page or twitter. I have had to find emergency lifts so I don’t get prosecuted by the school for their absences. I have complained but sadly it seems it falls on deaf ears! It’s a pity as this is such a vital public service that is being neglected by the company itself. I fear that Stagecoach will kill the public bus service leaving thousands if not millions stranded and unable to go to work or school and abandoning the elderly. Stagecoach, you should be ashamed of yourselves!"
Stagecoach UK,I was waiting in front of the AZ building,1,,2025-03-27T17:33:05.000Z,"I was waiting in front of the AstraZeneca building for the A st Ives bus to take me around , as I am incapacitated to walk through the addenbrokes hospital for the closest stop. And the young driver pointed to the other road (opposite where I wanted to go) and ignored my request to stop for me. | Not very nice"
Stagecoach UK,Worst bus company ever,1,,2025-03-26T02:14:43.000Z,Worst bus company ever. Leave disabled people out in the cold
Stagecoach UK,Absolute joke buses never turn up and…,1,,2025-03-24T15:11:40.000Z,Absolute joke buses never turn up and if they do there half hour late standing on bus stops waiting half hour or more for buses that don't even turn up absolute joke not once or twice every single time it's a joke now
Stagecoach UK,A terrible service for exorbitant…,1,,2025-03-21T16:46:43.000Z,A terrible service for exorbitant price. | Almost every time there is a delay or a bus is canceled.
Stagecoach UK,app and website are not good at…,1,,2025-03-21T13:36:13.000Z,app and website are not good at all…Very helpful customer services though!
Stagecoach UK,Driver no 8502119 Waltham to Grimsby no…,5,,2025-03-20T18:40:33.000Z,"Driver no 8502119 Waltham to Grimsby no 10. . | The lady driver deserves a medal she was very happy and friendly also curtious. | What was mostly outstanding was that when she stopped the bus in Scartho Road before the hospital she said to everyone that she wouldn't be a moment, and then she took this little old lady and helped her off the bus but then she also helped her across the main road, what a helpful person indeed. When we got to the hospital she then helped this little old man that couldn't walk very fast and had a walker, she also helped him off the bus and made sure he was okay. Never seen this before and think she should get some sort of recognition. By the way when she got back on the bus after taking the lady across the road people gave her a clap which was so deserved, she is a good ambassador for the company."
Stagecoach UK,Waiting at crookhorn shops today at…,1,,2025-03-20T13:31:43.000Z,"Waiting at crookhorn shops today at 11.25am,the No 20 | Portsmouth bus pulled up didn't open the doors then drove off 4 passengers waiting to get on."
Stagecoach UK,Am giving two stars as other stagecoach…,2,,2025-03-19T23:44:35.000Z,Am giving two stars as other stagecoach buses I use run on time but 217 bus doesn’t seem to at times. I am often late for work and I have messaged stagecoach about this and I have been ignored on several occasions
Stagecoach UK,Only give one star because there isn’t…,1,,2025-03-18T18:55:36.000Z,Only give one star because there isn’t a minus star. Absolutely shocking never running on time cancellations and nothing put on app. How people rely on this service to get to work beggars belief. Must all be on final written warnings for lateness. SHOCKING!!!!!
Stagecoach UK,This company is a joke,1,,2025-03-18T18:38:25.000Z,"This company is a joke, always cutting out buses with no notification on the electronic system. They are adding a new service on my route but they can't even manage the 2buses that serve my area. Appalling company."
Stagecoach UK,Stagecoach,1,,2025-03-15T11:11:59.000Z,"Absolutely takes the mick, I waited 2 hours for a bus non showed up but on the timetable the said they were coming?! Absolutely fuming I’m late for work. They definitely need to sort this out."
Stagecoach UK,Stage coach needs better drivers,1,,2025-03-13T17:25:31.000Z,"Stage coach needs better drivers! The racist driving from Risca to Newport at 3pm on Thursday 13th March shouldn’t be working around people. He was rude and disgusting, I was supporting a patient with learning disabilities and he made us both scared and embarrassed us in front of all the passengers before kicking us off the bus mind you we didn’t know the price as they just went up and we only go to the college once a week. I was trying to make a bank transfer on my phone and couldn’t as he kept abusing us. I want to make a complaint"
Stagecoach UK,"X99 great service, shame about the windows",4,,2025-03-12T18:04:10.000Z,"X99 to/from Inverness - I took it twice recently and take it usually once or twice every six weeks or so. It is prompt, quick, the drivers are polite and efficient and it is excellent in all respects but one - the windows are usually very dirty, though the view is the best in the world!"
Stagecoach UK,My bus is always late it was supposed…,2,,2025-03-11T16:12:18.000Z,My bus is always late it was supposed to be at my stop at 12:09 and was there at 12:36 I was really late for my doc appointment and now I have to wait another 1-2 weeks till they can accept my next appointment this is absolutely ridiculous .
Stagecoach UK,The 61 timetable is completely…,1,,2025-03-10T19:53:57.000Z,The 61 timetable is completely different from the bus stop timetable. Purley a waste of money
Stagecoach UK,Some drivers must be mentally…,1,,2025-03-07T21:27:39.000Z,"Some drivers must be mentally challenged. Stood up on his phone, blocking the card machine. Asks me to get on, I can't tap my card because he is in the way so I just walk past and he orders me back to tap my card. I'm not magic. I can't just phase through you. This is only one of many horrible experiences with drivers. Awful staff. Awful company. Awful that I have no choice but to use it."
Stagecoach UK,Rude drivers,1,,2025-03-05T22:32:21.000Z,Came across an incredibly rude woman bus driver today in Guildford. Absolutely disgusting. I will NEVER use safeguard buses.
Stagecoach UK,Drivers need taken off the roads,1,,2025-03-05T15:31:23.000Z,Drivers need taken off the roads | Just cut up cars when they pull out no indicating just no road manners I will not give way to any stage coach drivers
Stagecoach UK,I arrived in time but bus left the station early!,1,,2025-03-04T20:11:53.000Z,"X47 to Great Park at Eldon Square Bus Station was due to leave at 18:05. |  | I rushed from work and arrived at the bus stop at 18:03 plenty of time to spare and the bus pulled out instead of leaving at the correct time of 18;05 - this is a station not just a bus stop, buses should not be leaving early from a bus station! They have times posted everywhere and the drivers are just doing what they want. I have now had to cancel my evening plans. Severely disappointed. It seems to be the same few drivers that do this every time!"
Stagecoach UK,BUS 15495 disgusting attitude,1,,2025-03-03T17:23:46.000Z,BUS 15495 rudely pulled away from a group of 10 school kids and a elderly man. the bus driver could obliviously see us trying to get onto the bus. It made a child extreaming paranoid and leading to anger. A fight then occurred in a local store. I am extreamly disappointed stagecoach. Us trying to run to the bus' occurence ended in a incident of my friend dropping her ceaser wrap. We then boared the next bus and all of us were extreamly angry and sad. Wish i could say thank you stage coach but from todays tragic incident thou cannot.
Stagecoach UK,Awful company!,1,,2025-03-02T21:46:53.000Z,Awful company! | A bus crashed into my car and drove off!!!! | I have since contacted the company via phone and email and nobody is coming back to me!!!
Stagecoach UK,The s4 from Banbury to Oxford or visa…,1,,2025-03-02T16:51:44.000Z,The s4 from Banbury to Oxford or visa versa is absolutely terrible the seats are absolutely filthy with dirt and the buses must be at least 20 years old this journey takes about in average an hour and a half.The seat coverings are made of draylon if they were leather (like it was about 5 years ago s4 gold) you could easily clean the seat very uncomfortable and most of the windows won't open.Surely the length of this journey should have better quality buses absolutely disgrace especially since the government as been paying a considerable amount to Stagecoach over the passed 3 years or so.So if you are reading this head of Stagecoach sort it out. I also got to say the drivers are all sound and helpful on this route it is just the state of the buses we are in the 21st century Stagecoach upgrade the buses with the money the government av giving you instead of putting it in the head of Stagecoach banks
Stagecoach UK,Bus time changed,1,,2025-03-01T00:07:07.000Z,"Why have they changed the time on no2 bus going from Queensgate to South Bretton. Was always 6.15 pm, now leaves at 6.05. Not great for us folk who finish work at 6."
Stagecoach UK,Wanted to get x10 from Kettering but…,1,,2025-02-28T15:34:45.000Z,Wanted to get x10 from Kettering but bus was broken and no replacement so I had to get two busses but only had fare for one. Driver would not let me on second bus in Northampton so had to speak to conducter who had the worst attitude I have ever come across and said tough and closed door in my face! Now stranded. These should lose their contract they are a terrible service with awful customer services. If you can avoid at all costs
Stagecoach UK,Absolutely dreadful service last nite…,1,,2025-02-25T09:07:44.000Z,Absolutely dreadful service last nite waiting 80 minutes for no-12 bus Newton rd to Paignton bus station.driver never said sorry.young louts regularly chucking food and leaving total mess top deck of bus.bus never cleaned properly.digital bus screen in Paignton bus station regularly smashed up/vandalised.no police in bus station.no police on beat.lots of crime in that area.a very depressing place.no common sense at all
Stagecoach UK,Bus driver didn't stop at bus stop,1,,2025-02-24T20:42:38.000Z,Bus driver didn't stop at bus stop. There was 3 of us waiting. Now got to get a taxi
Stagecoach UK,Bus filthy,1,,2025-02-21T12:12:50.000Z,"BUS FILTHY Thursday 20th February 2025, 16.33 X18 bus from Gulson Road (Coventry) to Leamingto Spa. The bus was filthy, passengers would look around disgusted because the seats very dirty, the windows greasy. It is undignified. What are you doing to do Mr Manager of Stagecoach apart from bragging about the fantastic new electric bus?"
Stagecoach UK,Who manages this awful bus company??,2,,2025-02-17T14:17:52.000Z,Hopeless bus company - badly managed and unreliable service. Three times I’ve been left waiting for over an hour in the cold because the scheduled bus simply disappeared off the schedule. Time to complain to the local MP and suggest a different service provider since the review overall are pointing to a company that is not fit to run a public service. People rely on public transport for their livelihoods and the elderly cannot be left freezing in the cold not knowing when the next bus is coming. Please write to your local MP!
Stagecoach UK,"LATE BUSES, ALWAYS",1,,2025-02-14T16:57:00.000Z,"ALWAYS LATE!! LATE! LATE!! LATE!!! Never ever on time. It’s a miracle if you get to your destination on time, bus never early to pick you up and always late to your destination. It’s a joke, honestly. We had a reservation at 2:45 today. We had to change it to 3:00 and now 3:30 because of how late these buses are. Ridiculous"
Stagecoach UK,StageCoach Highway Maintenance Van 🚚,1,,2025-02-13T00:13:33.000Z,StageCoach Highway Maintenance Van 🚚 MF70 TCZ Aggressive Bully 14/3/24. |  | ***TYPE IN MF70 TCZ INTO GOOGLE*** |  | The dash camera 🎥 clearly records me waiting patiently at the traffic lights🚦on Trafford Road near Manchester United ⚽️ |  | After approximately a minute waiting at the Traffic lights the lights🚦changed to green. |  | For no reason whatsoever the Stage Coach Highway Maintenance Van very aggressively slams his horn down making me jump which could have caused me to have a road accident. |  | Appalling behaviour by the StageCoach Highway 🛣 Maintenance Employee👷‍♂️ !!!
Stagecoach UK,To the female Stagecoach bus driver…,1,,2025-02-11T21:59:53.000Z,"To the female Stagecoach bus driver heading from St Marys Street down Station Road Dumfries at 4:15pm today. | I would advise you have a word with yourself and if you do not then I advise that your bosses do so. | Travelling at 23 miles per hour, we were already passing parked vehicles on the opposite side of the road (ourselves having right of way), when you decided not to stop or even slow down when coming up behind the parked vehicles in front of you but continuing, clearly with no space for your vehicle and therefore causing us to stop and reverse for your bus to get past. | After such a manoeuvre it is an offence to aggressively shout at oncoming drivers and state that larger vehicles always have right of way. You were driving without due care and attention, you should not be stopping oncoming road users and aggressively stating false Highway Code and legal rights and to do so to a police class 1 driving assessor was very ill advised. | I hope your bosses heed this notice and ensure you are warned to refrain from making false statements to other drivers and request you conduct yourself more professionally."
Stagecoach UK,I`m hoping someone can help me I was on,3,,2025-02-09T14:19:27.000Z,I`m hoping someone can help me I was on the 19.19 Paignton to Plymouth bus 7/2/2025 and I think that I dropped my phone on it it`s a black android if it has been found you can contact me on 07842076482
Stagecoach UK,Horrendously bad service,1,,2025-02-08T09:01:26.000Z,"Sadly Stagecoach lack in customer support, from the bus driver to administrators they really do not care or respect their customers. They lack communication skills! |  | I am astounded they are still used throughout the uk, I hope the transport departments within the councils listen to the customers complaints and address the issues. Remove their services and they will sharp address their bad staff issues"
Stagecoach UK,Stagecoach is the best company ever…,5,,2025-02-07T22:36:58.000Z,Stagecoach is the best company ever they have the best seats and the best buses ever you are a really good company stagecoach | and keep up the good work
Stagecoach UK,Stagecoach are absolutely useless!,1,,2025-02-07T17:02:34.000Z,"Stagecoach has a non existant customer service team, complaints are a waste of time, i have raised the same issue, several times, for weeks! |  | Bus drivers are inconsiderate and do not seem capable of carrying out simple instructions! |  | Nicole in CS is rude, unhelpful, obnoxious and could do with her P45 being issued in my opinion, it is people like that who are the front of your business that stand out ""in a bad way"" |  | I have resent my complaint several times even emailed the area manager and nothing, no reply, this company are incompetant, they are incapable of communicating within their own company! |  | AVOID!"
Stagecoach UK,The Nepalese bus driver was so rude and…,1,,2025-02-06T10:25:33.000Z,The Nepalese bus driver was so rude and didn't know any technical side. He needs to be changed soon
Stagecoach UK,Horrendous service,1,,2025-02-05T10:20:01.000Z,"Bus drivers were constantly rude and ignorant and could never be a smooth drive it was always a bumpy endless hell on the bus. Massively disappointed with their skill of keeping on time too, horrendous bus drivers and service."
Stagecoach UK,Abysmal!,1,,2025-02-03T11:30:19.000Z,"Bus app. is very unreliable, buses rarely run to time, cancellations make getting anywhere on time a challenge. Some of the bus drivers on my regular route to work are really lovely, but several are surly to the point of rudeness."
Stagecoach UK,Waited over an hour for a bus that…,1,,2025-01-31T20:16:31.000Z,Waited over an hour for a bus that never turned up even though on the app is stated it had absolute joke
Stagecoach UK,bus was due at 12:56 and didnt arrive…,1,,2025-01-31T16:29:34.000Z,"bus was due at 12:56 and didnt arrive until 1:15 then the driver took frequent stops on the route then got into the destination late made me miss my connecting bus, very disappointed dont reccomend travelling with them."
Stagecoach UK,Driver drove off with my bag that has…,1,,2025-01-31T09:31:35.000Z,"Driver drove off with my bag that has my laptop in it. I asked him how much longer will he be waiting to take off, he said 10 minutes. I got down to get a drink from a store beside where he stop. He did not wait for 4 minutes, then drove off. All attempts to find the bag was unsuccessful. Bus company said the cameras in the bus are not working. I lost my £247 laptop and other vital documents."
Stagecoach UK,Unreliable service,1,,2025-01-30T01:54:21.000Z,When the bus arrives its a fine experience but thats not often as the bus either comes very late or not at all so have to walk home from work or have to pay for expensive taxi rides. Stagecoach is a very unreliable service and after the pay rise they should be better.
Stagecoach UK,Bus drivers are dishonest and careless,1,,2025-01-29T20:58:19.000Z,"Bus driver told me completely wrong information about the bus route, accepted my payment for the ticket knowing it wasn't on the route, and then was left stranded in the dark on an unlit country road with no pavement, 2hr walk from my destination. |  | I’ve never had a bus service come on time, they are always 20 minutes late (at least!), or somehow even worse, 20 minutes early."
Stagecoach UK,"No improvement, only getting worse",1,,2025-01-29T09:41:20.000Z,"The prizes increase for no valuable reasons and only to have a bad service on top of that. My bus is literally always late and believe me, waiting in this cold is simply jarring, other than that the drivers often pass right in front of my bus stop when I’m there and don't stop even though the bus is in service and not even full. And don't get me started about those drivers who stop the bus mid-way just to vape and the busses that always get cancelled for no reason. I'd even put no star if I could, 1 is too generous."
Stagecoach UK,No improvement,1,,2025-01-29T00:11:29.000Z,"No improvement, in fact I think they are getting worse. Most irrtating when you worked a 12 hour shift and they stop vaping etc 😒 and you can not confirm the date as its everyday, every bus."
Stagecoach UK,use another company,1,,2025-01-27T22:41:46.000Z,tuck my daughters travel pass off her who has autism left her on mansfield to sort her way home i called up Saturday to find out why this happened to be told the card must of come up as lost or stolen when i challenged this lady on the phone chaned her mind and said it was damaged but couldn't prove it as the card was destroyed soon as it got back to depot.this was friday yet on monday the card got scanned lies after lies poor customer service. i asked for a complaint to forward i dout this has been done
Stagecoach UK,Company is a joke,1,,2025-01-26T20:26:43.000Z,Company is a joke. Sitting on a freezing cold bus waiting to get home why driver stands outside vaping. And they charge us £12 for the privilege. Buck your ideas up and provide a half decent service. It’s cheaper to get into Lincoln from Hykeham on the train!!!!!
Stagecoach UK,Why 1 Star?,1,,2025-01-24T10:35:10.000Z,"Prices goes up with diabolical increase! Driver wages increased and Stagecoach bosses line their pockets! |  | The reliability of Stagecoach since begins to fail further... |  | Bus services are getting cancelled at the last minute. Services are delayed and run late every day, often being overtaken by their following service. With services also running early when it suits, only to be met with excuse from drivers as to why they could not/would not wait. |  | Delayed daily, connections missed, left in the rain, stuck on overcrowded buses, late for work, late home from work... |  | For that, a so called valued Stagecoach customer is simply charge more! |  | Written complaints were met with ""The Local Depot can confirm they are aware of these issues and we are looking for a resolution in order to provide the best service."" | One month prior and before the January price hike... |  | The service has since got worse! |  | I would suggest the local depot and right up to the CEO, really don't give a ****."
Stagecoach UK,i wish i could give 0 stars,1,,2025-01-23T12:48:57.000Z,"i wish i could give 0 stars | They suck, always late and i mean always or they just don’t turn up"
Stagecoach UK,In capable of running a bus service,1,,2025-01-22T19:25:52.000Z,In capable of running a bus service. Don't run on time or indeed a full service. Make excuses such as traffic.
Stagecoach UK,Price goes up for 50% service goes…,1,,2025-01-21T17:43:19.000Z,"Price goes up for 50% service goes down. 3rd time in spare of 8 days of using stagecoach bus never shows up. I'm using the first bus of the day and the first bus stop on the route. App states no delays and I always arrive 5 min early for bus stop, just for the bus to never show up. When asked what happened I just get ""don't know, sorry"" . That's not something you wanna hear after 50min of standing in freezing weather at 5AM. I'm never late for work, but since last week I have been late for 1.5h for 3 days. I'm glad that I have understanding management,but how long until I end up being written up? Stagecoach has monopoly on my area so it's not like I can choose a different service,but atleast do something about the app when cancelling, if I know that it won't show up, update the thing so I can contact someone to grab me on the way. Saves me the stress, health and possibly job."
Stagecoach UK,ur terrible and you never turn up on…,1,,2025-01-20T15:34:42.000Z,ur terrible and you never turn up on time
Stagecoach UK,Yet again every,1,,2025-01-20T11:15:38.000Z,"Yet again every. Time over 20 minutes late, all the time. What's the problem."
Stagecoach UK,in the half hour that ive been sat…,1,,2025-01-20T10:03:23.000Z,"in the half hour that ive been sat waiting for 1 bus to come, 4 of that same bus has passed the other way. the service im waiting for is 125 which is usually every 10/15 minutes. i use the live updates app to get to the bus stop on time and it is still never here how disappointing"
Stagecoach UK,Pathetic,1,,2025-01-17T20:54:05.000Z,"Absolutely the worst bus company on this planet, stagecoach Sunderland owned by foreigners run by idiots, never run on time, always cancelling. The local council needs to take over and run it like it use to be with inspectors on the road not experienced drivers sitting in warm office.If it was possible to award ZERO stars then it would be ZERO stars. I have emailed several times and the response is negative."
Stagecoach UK,Dreadful service,1,,2025-01-17T18:25:26.000Z,"Dreadful service. I had a hospital appointment, so I worked out all the times I needed for the buses. | waited and waited, bus never turned up. I was there 15 minutes before the bus was due, so I know I had not missed it. Hence missed my appointment. Thanks a lot Stagecoach!! NOT"
Stagecoach UK,Terrible drivers,2,,2025-01-16T12:35:55.000Z,"Terrible drivers, one has tried to take me off the road twice now by pushing there way in, rude towards me. Almost smacked into my car and tells me I’m driving to fast doing 15 miles an hour as I turned. I will be reporting him to the police for his driving."
Stagecoach UK,Sometimes completely unreliable,1,,2025-01-16T09:32:46.000Z,"Sometimes reliable but sometimes completely useless. The X4 is supposed to leave the main Northampton bus stop at 7:03 AM but I think it leaves at 7:18 instead as it arrives at a further bus stop at 7:22 AM, making people late for work. | What's the point of having a bus service in the mornings if you're unreliable and can't run on time? | Also, Stagecoach should be aware their employees are doing things like having lunch when they're supposed to leave, my partner uses the X6 from Northampton to Milton Keynes and it's been late (because the driver went into McDonalds) or cancelled so many times in a year I can't even count on two hands. The X6 is literally ALWAYS late. If it's not late, then it's cancelled. |  | If this is not the employee's fault and indeed they need more time for lunch / breaks then the company should absolutely reconsider those. Anyway, Stagecoach is sometimes (1/10 maybe) completely unreliable and this brings its rating down, shame other times it's running on time but as a big company you can't afford exceptions, you *have* to be reliable at all times."
Stagecoach UK,17.35 Sheffield to Stocksbridge is 25…,1,,2025-01-15T19:47:41.000Z,17.35 Sheffield to Stocksbridge is 25 minutes late. Meaning there has been no bus from Sheffield to Stocksbridge for 1hr 10 minutes in rush hour. Meanwhile 7 88s are out on the road making sure Basegreen and Burngreave road is well served. Ecclesfield Stagecoach and Matt Kitchen are a joke. Stagecoach please look into what Matt Kitchen has done to Stocksbridge and the surrounding areas. 28k people and 2 buses an hour. Good to see Richard Eyre of Sheffield City council showing his displeasure of the current service.
Stagecoach UK,Stagecoach being useless as usual,1,,2025-01-15T11:22:58.000Z,Buses were supposed to be every 10 minutes until 1744 then going to every 15 minutes. | I was at the bus stop in Newburn and at 1714 and the next 4 buses never turned up :- the 1719 the 1729 the 1744 and the 1759. | How can a bus company have 4 of their buses just disappear and not turn up? | 2 buses flew paste that were not in service. | Stagecoach are probably the worst company I've ever had the misfortune to deal with.
Stagecoach UK,This is the worst bus service ever,1,,2025-01-14T07:25:51.000Z,This is the worst bus service ever ! They turn up early they race down the road to stop at a bus stop for 10mins with doors wide open when it's freezing outside ! Stopping starting stopping starting ! Just get me home !
Stagecoach UK,Over priced,1,,2025-01-14T07:22:14.000Z,"Over priced, always late or cancelled, can’t get a return ticket,"
Stagecoach UK,Worst service ever for anything,1,,2025-01-10T17:13:15.000Z,"Worst service ever for anything. Imagine if it was normal for service companies to behave like stagecoach. If they didn’t have a monopoly in my area I wouldn’t use them. Useless company, useless staff, useless service. Money grabbing t*rds"
Stagecoach UK,0 Star | could we have tap system instead of speaking to driver?,1,,2025-01-10T03:55:40.000Z,"No star if I can. I understand they might have a bad day. But should not shouting to customers, I can’t actually hear what he said. The glass barrier between driver and customer could be the issue and can’t hear what he said but please don’t shout customer like that. Literally was about to angry at his face but better just file a complaint. Always have the issue with card payments especially now the fare is increase so they have to ask where you going. Take ages to take to the bus because of buy the ticket on the bus. Why not just perhaps a feedback. Why not stage coach just take a tap system instead of speaking directly to driver so it may easier for customer and driver too. As I realised angry drivers actually not safety for both them and customers."
Stagecoach UK,Almost all the Drivers are totally…,1,,2025-01-10T00:55:50.000Z,Almost all the Drivers are totally wicked especially the ones around Teesside area. They’ll see you approaching the bus and shut the door on you. Bunch of racists!
Stagecoach UK,1 is generous,1,,2025-01-09T23:28:28.000Z,"1 is generous, this company is shocking. Busses are never on time, most but not all drivers are rude and nasty to kids and the majority are the worst drivers I have ever seen. Just tonight my 14 year old son gad to practical jump on front to get it to stop at a scheduled stop, then took off at a high rate of speed while he was still standing. He lucky I wasn't there, total idiot and worst bus company in Britain by a mile."
Stagecoach UK,Horrible three and a half hour journey…,1,,2025-01-08T22:19:57.000Z,"Horrible three and a half hour journey on an unheated bus in sub zero temperatures outside from Aberdeen Royal Infirmary to Forres. It was not just freezing inside, the WiFi didn’t work, the single toilet was blocked and unusable. On arriving at Elgin for a change of driver the replacement driver refused to continue, another ramshackle bus was provided which also was freezing. I happen to be a cancer patient in some pain after oral surgery but don’t see how this appalling service can be foisted on anyone - how much public money is propping up this service?"
Stagecoach UK,Buses always late,1,,2025-01-08T18:33:29.000Z,"Buses always late. Drivers are bollocks. App is pretty bad, only works when it wants to. Same message as most of the other reviews here. Up your damn game stagecoach."
Stagecoach UK,Deserves 0 stars buses are no longer…,1,,2025-01-08T18:08:42.000Z,Deserves 0 stars buses are no longer even affordable. Bunch of scammers. 66.50 now for a Flexi10 ticket for east Sussex. It was 38£ why has it gone up sooo much buses aren't no longer affordable. It's a joke. I might have to look for another job soon because these prices just keep going up with no explanation. Disgraceful company. You should be sued for all your wrong doings honestly.
Stagecoach UK,I'm only giving 1 star 🌟 because I have…,1,,2025-01-08T10:47:55.000Z,I'm only giving 1 star 🌟 because I have no choice!!! 2 days running waiting 45 mins for a bus....worst company ever ever....my 11 year old grand daughter could croggy me better on her uni cycle.....ive been an hour late 3 times in 2 weeks if I loose my job ....I will seek legal advice ....its crazy the driver on 7th January for the number 12 in Middlesbrough just was so arrogant...I mentioned no bus for 45 mins and he just turned his head away as though I was the one at fault....no apology ....no explanation !! Awful experience on these buses i don't even want to step out the house as I'm anxious before I even step on the bus worrying I'm gonna be late etc etc ....disgrace to public transport
Stagecoach UK,Unreliable service,1,,2025-01-07T20:35:27.000Z,"Unreliable service. The bus didn't turn up again today. I am paying alot of money for a bus pass for a poor service. The app is also temperamental, sometimes it works but often it doesn't. Stagecoach, please 'up your game'."
Stagecoach UK,Worst Bus Company You Could Possibly Use!,1,,2025-01-07T09:35:04.000Z,"The buses are never on time and they don't care to make this better. It's impossible to be on time for anything without leaving an hour early because these buses will make you late. And surprise surprose, if you make a complaint about it they say there's nothing they can do. How about actually providing the service you expect? Worst bus company I have ever used. Clearly they don't care because their reviews are shocking! They don't care because people have no choice but to use their services. Very shameful of this company!"
