Brand,Title,Rating,Author,Date,Review
Megabus,threatened by another passenger,1,,2025-02-26T15:41:41.000Z,"I have chosen Megabus quite a lot of times for things and they are either really good or really bad (mostly bad) however after my recent experience, i wont be choosing them again. I booked myself on the 10:30 Birmingham to Manchester coach on February 15th and i booked the front row seat. when i got on the coach, it was on time and the driver checked me in and i went to my seat where i saw someone sitting in my reserved seat. i apologised to the person sitting in the seat and asked them to move but then behind the seat a man started calling me names such as D***head for kicking someone out their seat when i paid for it. the worst part was that it wasnt his seat i had taken. I was stood there as they moved but they were travlling with someone else and they gave me the isle seat when i paqid window. As i tried explaining this he kept shouting at me. When i tried telling them that they gave me the wrong seat he kept on shouting at me Infront of everyone. As i was on my own, i decided for my own safety that i should sit down as i was unsure what he would have done. i paid £5 for a seat i didn't even get. When i got to Manchester, i told one of the two drivers and he coundnt care any less. I wont be using them anytime soon and i hope that they sort themselves out as this couldve gotten bad. I have travelled by coach/train for years and this is the first time i felt unsafe when travelling. Megabus for years have been delayed, overpriced and in general low level but this was my final straw"
Megabus,Bus driver’s door wouldn’t close and…,1,,2025-02-24T19:49:49.000Z,"Bus driver’s door wouldn’t close and driver had no clue what to do. We had a plane to catch there was a 50 minute delay , we had to make an on the spot decision and got someone to pick us up and take us to the airport. Megabus refused to refund the ticket, never use them again, terrible customer service and poor quality buses. STAY WELL CLEAR"
Megabus,Reminded me why I stop using the bus.,1,,2025-02-22T11:45:08.000Z,"Traveling by bus for more than two hours is always a negative experience. The type of people this service attracts is worth researching. Despite booking a seat for extra comfort, the person in front of me couldn’t comprehend that reclining his seat that far back would significantly reduce my already limited space in the second row—I had to remind him twice. |  | The person sitting next to me seemed to be digging for gold in his nose while eating a sandwich at the same time. Meanwhile, the two ladies at the back couldn’t figure out how to turn off their flash, so every time they received a notification, we all had to witness it. |  | To make matters worse, people reeking of weed were allowed on board. At this point, where do we draw the line? The creep sitting in the front row couldn’t stop staring, which made the whole journey even more uncomfortable. |  | I can handle rude staff, but the type of creeps these cheap services attract is genuinely unsettling. The only reason I chose this option was because trains to York were delayed, and the bus would have taken the same amount of time to reach London. But, of course, buses are always delayed, so the trip ended up taking an extra hour. |  | Never again, nothing against the service, I just can’t be bothered to teach grown people common sense. The smell alone was unbearable—some people don’t seem to know what water is or what it’s used. |  | Although the driver was very kind to let in people who booked the other way around."
Megabus,Myself and my friends had a lovely…,5,,2025-02-17T01:26:20.000Z,"Myself and my friends had a lovely experience today at your customer help desk in Victoria Bus Station. Zeddy B is an absolute star! He was so helpful, welcoming and passionate about his work 😊thank you so much!! ⭐️⭐️⭐️⭐️⭐️"
Megabus,Travelling with megabus today on…,1,,2025-02-16T20:32:45.000Z,"Travelling with megabus today on service M19 from Glasgow to Birmingham. | This service is run by McLeans coaches of Airdrie. | This is the third time we have travelled with the same crew, a male and female. Both of these individuals are unbelievably rude and unhelpful to each and every passenger. | Today, passengers were loading their luggage whilst we were trying to locate our bags to leave the service. All the while the male driver stood idly by watching me, a disabled man struggling to locate my bag. After reaching all the way to the back of the hold, he had the audacity to tell that all I had to do was ask for help to which I replied that I shouldn't have needed to ask as it was rather obviously a shambolic system. | If you want to travel with rude unhelpful staff who make no announcements whatsoever as well as not honouring seat reservations then hop aboard. | Personally, I will never travel with megabus ever again"
Megabus,Please bring back this service back to…,5,,2025-02-14T16:02:52.000Z,Please bring back this service back to Bristol. We need Bristol to London. National express is utterly useless please
Megabus,Things can be easily managed if only…,1,,2025-02-10T15:27:17.000Z,Things can be easily managed if only Megabus can use little bit of common sense. Also at least make some effort to depart the buses on time. Regular 30 mins delay without any explanation is unacceptable. Passengers get late for their onward journey due to this.
Megabus,A company that doesn't care about customers,1,,2025-02-05T17:23:52.000Z,"8:30 bus 31st January Aberdeen-Edinburgh Airport. Was supposed to arrive but the operator said it wouldn't due to technical problems. I didn't get on the bus because it just wasn't there! After a while I write to get my money back because of problems beyond my control, they tell me the bus arrived an hour later, that is, at 9:30. |  | I wrote to the mail - enquiries@megabus. | They told me, rudely in the chat and then more loyally by mail, the money will not be returned, since the delay is less than 120 minutes! Think about it! You will not get any guarantees with this company!"
Megabus,Don't get caught out...,2,,2025-02-02T17:29:08.000Z,"Utterly shocked at the more than 100% price differential for pre-booking online. Plenty of space on the bus and should have bought my return (valid for 28 days) on the day with the driver at £10:30 as opposed to the online fee of £22.49! | I appreciate prices may vary slightly and expect to pay more to guarantee a seat, but really, this doesn't feel right. | My advice to others, think carefully before booking online. | Such a shame as driver, comfort and overall journey experience was excellent."
Megabus,I traveled with Megabus on Saturda the…25th of January,5,,2025-01-28T20:04:06.000Z,I traveled with Megabus on Saturday the 25th of January as Glasgow rail service was cancelled due to the weather. I was lucky to get a ticket on the 1.25 service from Glasgow to London. The long journey (9hours) was made so much easier due to the lovely people who were looking after us. Declan was our first contact and he went above and beyond to make sure all his passengers were safe and well informed throughout the journey. Top bloke who definitely deserves a big thank you from all. Andy Fawbert
Megabus,I was treated poorly by the driver…,1,,2025-01-24T02:16:07.000Z,"I was treated poorly by the driver because he didn’t even know the rules of the company he works for. I had the Totum digital card, but he refused to accept it, insisting he could only accept the physical version. Even after I explained that both were the same, he made me pay for another full ticket or threatened to leave me stranded in an unfamiliar city."
Megabus,Saved the day,5,,2025-01-23T12:31:55.000Z,Saved my holiday by having spaces available after my originally planned travel to the airport had been cancelled that very morning
Megabus,very bad experience,1,,2025-01-21T14:40:06.000Z,"very bad experience, as I have used this bus provider for second time and second time my routes were cancelled, I had really important appointment in London, and I had to pay a lot of money to get there otherwise"
Megabus,NEVER AGAIN,1,,2025-01-20T13:44:38.000Z,"Bristol Airport to Bridgwater 15.10 18th January. The bus was cancelled, no explanation, no notification just a note on Twitter or X, nothing to let other passengers know. Left 20 odd people on the stand, no bus until 16.45 and no guarantee it would fit all the people now waiting for the bus"
Megabus,Awful experience on Falcon Megabus…,1,,2025-01-14T01:40:42.000Z,"Awful experience on Falcon Megabus between Plymouth and Bristol Airport. When travelling to the airport, I was sitting on a freezing cold bus for 3 hours. Today I m heading back home in cold again. When I asked the driver if he could turn the heating on he said that he keeps the coach cold on purpose as otherwise he feels sleepy! Appaling. All passengers sit with their coats on. | If I could give this company a zero rating, I would. Used to be much better."
Megabus,Thank you very much for made it…,5,,2025-01-12T13:44:11.000Z,Thank you very much for made it possible to change my trip's date/time in the last minute. Due to illness we had to cancel our trip.xxxx
Megabus,Bus Edinburgh to Inverness return…,1,,2025-01-08T17:23:33.000Z,"Bus Edinburgh to Inverness return ticket. Bus driver and college talking, non stop loudly,, had a headache both out going and return journeys,,, not forgetting the heavy metal rock music at the same time! Trip 4 hours of tourchure, times 2..."
Megabus,best budget way to travel,4,,2025-01-05T04:39:20.000Z,always sue whenever i go from reading to birmingham. i love that it’s always affordable but it gets very hot and smelly on the bus sometimes!
Megabus,Robert and Alik Stewart from Glasgow,5,,2025-01-01T23:59:02.000Z,"I travelled from Manchester with drivers Robert and Alik Stewart and they were two of the kindest people I have met in my life. I was coming home after New Year’s Eve and believe I had alchohol poisoning and could not stop being sick. Both Robert and alik did everything they could to make the journey home easier, they let me stay downstairs where there were no passengers so I was close to the toilet and wasn’t surrounded by other people. They checked in on me all the time, brought me tissues and sanitizer after I was sick and towards the end brought me over a chocolate bar which really cheered me up! It was such a smooth journey and I cannot speak more highly of the two drivers."
Megabus,Like many I don't read the small print,3,,2024-12-30T23:46:36.000Z,"Like many I don't read the small print, impaired vision makes it difficult. I was going on a holiday so had a suitcase and a handluggage case and was told I'm only meant to have 1 case weighing 20kg max. I felt bad even though I was reluctantly aloud to take both. Bus back was awful. Had same situation with the cases although reluctantly let on with them. Toilet was out of action I asked if they'd be stopping anywhere and ther driver cupped her hands and suggested peeing in the street. Not good for IBS suffer. Over 6 hour trip. Just to add Manchester to Newport.. delays hence 6 hours. 1.45pm bus."
Megabus,The agent that handled my issues this…,5,,2024-12-28T01:16:51.000Z,The agent that handled my issues this morning 27th December 2025 was so professional and swift to resolve my problem Matthew I really appreciated your professionalism today.
Megabus,I recently had a disappointing…,1,,2024-12-25T22:12:18.000Z,"I recently had a disappointing experience with MegaBus. My bus arrived at my destination 2 hours late, which was extremely inconvenient. According to their policy, a refund should be issued if the bus is significantly delayed. However, despite multiple attempts to contact customer service, I have not received my refund or any meaningful assistance. |  | The lack of accountability and poor customer service is frustrating. While I understand that delays can happen, honoring your refund policy is the least you can do to maintain trust with your customers. | I expected better from such a large company. I wouldn’t recommend MegaBus unless you’re willing to risk delays without recourse."
Megabus,Cancelled 2 weeks before my trip,1,,2024-12-24T18:59:33.000Z,Cancelled 2 weeks before my trip. | Had to rearrange as had lots of things booked. Nightmare! | Avoid use National Express!
Megabus,The drivers were very helpful,4,,2024-12-24T18:46:55.000Z,The drivers were very helpful
Megabus,Terrible Experience - Missed Bus and Poor Communication,1,,2024-12-23T18:22:34.000Z,"I booked a bus ticket with Megabus to travel to Birmingham on 20 December at 15:30. I arrived at the bus stop at 15:20 and waited until 16:10, but the bus never came. When I called the hotline, your staff informed me that a M11 bus to Glasgow had arrived at 15:40, and I was apparently supposed to take that bus. |  | This info was never mentioned in the confirmation email or invoice, and I didn’t see any Megabus arriving at the stop during that time. The tracking website was useless as it didn’t recognize my order or reservation number. |  | I was supposed to reach Birmingham in 3 hours, but due to this confusion, I had to purchase another ticket from a different company and ended up taking 8 hours to reach my destination. Another customer waiting at the stop with me had the same issue. |  | This experience was incredibly frustrating, and the lack of clear communication is unacceptable. I will think twice before booking with Megabus again."
Megabus,Don’t bother using Megabus they’re unreliable and don’t bother stopping if they’re late even if you have booked,1,,2024-12-22T11:17:37.000Z,"I | I was waiting at the bus stop wearing a fluorescent lit band and the bus went straight past me! |  | booked a ticket for the 9M8 Sunday morning 7:39 am M8 bus from Gleneagles to Perth. | I was alone, female standing by a major road that wasn’t busy at a bus stop and it’s -2 C t he didn’t bother to stop ! | Absolutely atrocious"
Megabus,Got the megabus Glasgow to Dundee…,1,,2024-12-22T08:10:31.000Z,Got the megabus Glasgow to Dundee December 14 510pm bus driver informed me that I would need to change at Perth which was fair enough and there would be a bus WAITING when we arrive at Perth so we arrived at Perth broxden @615pm surprise surprise no bus waiting the not so happy chap megabus employee who should not be working with the public told everyone that they would hav to wait on next bus at 655pm when I asked why the delay he just said there was no delay which I found outrageous as my original bus was supposed to arrive at Dundee bus station @7pm this was totally unacceptable and me being a disabled passenger think I will try and avoid megabus when possible probably will try ember or flexibus
Megabus,Vandictive Supervisor at Manchester Shudehill continous gross misconduct,1,,2024-12-22T09:20:38.000Z,"Because of the continous conduct of one main supervisor at  Manchester Shudehill and megasbus lack of accountability, the service does not deserve even one star ratng . |  | It all began about a year ago  when I had seen a price which was on the site . I came into the shop and the staff ( a caucasion , a slim bald head guy in his late 60s who often is seen around stand G when the coaches arrive). He was about to process my ticket. I asked if he could secure the booking whilst I get some money from the cashpoint( which was just a sec away) . He said he would but  did not. I have been a regular customer and he always served me. |  |  When I returned he informed me the price had increased by an extra £10. Not happy with this .. I double checked online and it was still the same price it was originally. |  | I came back into the shop and spoke to someone else who checked  to see it was the same price as originally stated.. I sent an email to the customer service  department voicing my dissatisfaction of the service I had recieved at the time . |  | The  second encounter was  a few months back when I had arrived early and asked the driver if he has spare seats available , to which he confirmed he did . The supervisor whispered to the him and I was the told that no seats were available  . The supervisors colleague  was also there and  enabled his actions. |  | I have been travelling with Megabus service for over 20 years and within the last 5 years my encounter with the supervisor  has been great,  until last year in which his attitude towards me changed . Which i contribute to the first complaint made where he waa deliberately been vandictive. |  | A few weeks back  12.40pm . I saw the name on the screen of the advisor as  Wayne Davies ( I am not sure it was his name  or he was just using someone elses account ) |  | I  arrived to purchased a ticket for the Xmas period and checked  prior to arrival  .I saw the  dates and prices  shown as available . I called in and the same supervisor said there was no service running as the company is going out of business. |  | Because of my encounter with him prior , I was skeptic of what he had advised me ,so  I called customer services and spoke with a lovely woman by the name of Lucy, who advised a service from Glasgow to London is running , so I will be able to purchase tickets. |  | I came back into the shop and was greeted by him who  became aggressive and arrogant.  His manager was able to  pull up the information( despite not intervening and questioning why he had provided me with  incorrect information at the time I came to purchase the ticket ) and I was able to purchase the tickets. |  | I overheard him say to his manager that he ,"" could not be bothered "". I'm assuming his reference was in regards to the misinformation and the lack of care he demonstrated throughout. He seems to have a huge chip on his shoulder which possibly also comes from the fact someone much younger, more professional than his sorry self is about to take his spot whiles he sits home looking at 4 walls whilst dipping  biscuits in his cold tea |  | He had mentioned  prior that he was due to retire |  | I am absolutely discussed at the fact that he continues to get away with such blatant disregard and audacity. No doubt it is people such as him that contributed to the state of the service . |  | I have always loved travelling with Megabus and it is people such as him that puts a damper and tarnishes the brands name. The fact that he was arrogant and claimed he no longer cared because he is approaching retirement is a disgrace and I wondering why he had not retired earlier as his onl contribution has been trying to put the company into disrepute- which it so appears. |  | I was on the call with a nice customer service advisor named  Lucy throughout and she was prevy to what had transpire. |  | I again called today and spoke to an arrogant unprofessional customer service advisor who refused to provide his surname,  other than to give his name as Aaron. He was completed unsympathetic to the response of my complaint.  He refused to confirm whether he will deal with the complaint competently.  I  was looking to change my time at no additipnal price given all these issues I had been experiencing ,a goodwill gesture should have been given,  . He kept requesting my reference but refused to confirm whether he would . He refused to pass me through  to management or another staff. |  | Throughout the call, his tone and handling of it made me lose trust in him. Just like the supervisor at Shudehill,  I felt he will do something vandictive and cancel my booking. |  | I can understand why this service has gone under . It is a sorry state in fhe world when staff such as these are allowed to operate in a manner which they do and constantly get away with it |  | CS depart refused to take accountability other than to send patronising templated emails like they do on here."
Megabus,No refreshment break,4,,2024-12-18T14:04:13.000Z,"I have been travelling with Megabus between Manchester and London for the last 3 years to visit my son. I have found Megabus to be reliable, comfortable and the staff polite and friendly. Sadly the termination of your short service meant we had to book the cross border service and our coach didn't leave Manchester until 4.25 so our arrival in London was around 9.30 pm and our onward journey resulted in our arrival at our son at 11pm. This was OK with us both travelling but I often travel alone and as I am over 70 I don't feel comfortable travelling so late at night. I had no idea there was no stop for refreshment and a chance to move around outside so we only brought a small bottle of water. 5 hours is a long time without a break. I couldn't fault the drivers and the coach was comfortable but it is regrettable that daytime services are no longer available."
Megabus,Good,4,,2024-12-17T22:48:35.000Z,It was good journey
Megabus,terrible,1,,2024-12-17T21:38:57.000Z,"terrible, I drove 3 times, and all 3 times I was late for more than an hour. drove even longer than indicated in the route by 30-50 minutes. I will not use it!!!!!"
Megabus,Your cancellation disrupted my plans,1,,2024-12-17T19:37:02.000Z,"You canceled loads of your December services. This creates severe disruption for all the people who have booked. You could (but didn't) have the decency to put us onto a competitor's bus, like a self-respecting airline might. You've lost a lot of trust..."
Megabus,Ride was fine but coach arrived an hour late.,3,,2024-12-17T19:03:02.000Z,The actual coach ride was ok. I managed to book a front seat so it was quite comfortable and didn’t take much longer than it was supposed to. The coach did however arrive an hour later than planned which is why I’ve only given 3 stars. Them saying to arrive 15 minutes early and then coming an hour late meant I was waiting in the cold for a long time.
Megabus,Edinburgh to Leeds,3,,2024-12-17T18:59:40.000Z,"13/12/24 - Trip to Leeds journey down was great apart from being 50 mins late, the drivers were great and informative of where we were and how long we would be etc. | 15/12/24 - The return journey not so great! Bus was 50 mins late getting into Leeds, The drivers from Leeds to Newcastle were great again, every informative. But the driver from Newcastle to Edinburgh was speeding in very high winds and bad weather and swerving all over the road. Also the toilet from Durham was obviously full and smelling not very nice for the 3 hrs we were left on the bus, maybe every 3 hrs or so the toilets needs to be emptied and cleaned."
Megabus,Megabus remains my best travel partner…,5,,2024-12-17T18:33:27.000Z,Megabus remains my best travel partner at all times!
Megabus,I enjoyed the city link,3,,2024-12-17T18:26:46.000Z,"I enjoyed the city link. However, the male driver was harsh and unfriendly to me. First, I requested to go to the toilet before leaving Manchester, but you spoke to me rudely. Secondly, we had a long stopover on our way; though I saw other vehicles waiting, there was no announcement. Thirdly, when we arrived at the first bus stop in London, I asked the driver if I could find my way to West Hendon. He told me he didn't know, and when I decided to follow him to Victoria Station, he sounded rude and unfriendly again."
Megabus,keep your voice low.,1,,2024-12-16T21:15:27.000Z,i booked seats with table but there wasn’t any tables.
Megabus,Time Management,4,,2024-12-16T16:23:44.000Z,"The journey was smooth and great, However, the arrival time was off by 30 mins even though we left early."
Megabus,Traveled from Portsmouth to Manchester…,5,,2024-12-16T13:48:18.000Z,"Traveled from Portsmouth to Manchester as I have done several times,as usual a very comfortable and relaxed journey arriving on time.Also may I add at a very reasonable price."
Megabus,Very late,3,,2024-12-15T15:10:22.000Z,"I used to love Megabus but my last three trips home from Manchester to Cardiff have been really late. Ended up missing my next bus home and to get Uber at £25-30 a time. Also the driver to Cardiff on November 26th had to keep slamming his brakes on. One lady behind me actually commented about him seeming drunk, it was a very jerky ride which put my back out for two days after due to permanent tissue damage. I'm booked again for December 29th but considering changing company 😔"
Megabus,No breaks on a 9.5/10 hour journey!,1,,2024-12-14T15:54:53.000Z,No breaks on a 9.5/10 hour journey! |  | Also driver said I couldn't sit on any of the lower level sears even though the bus was dead
Megabus,Do not use this service,1,,2024-12-13T19:33:40.000Z,"Do not use this service. They get to your destination late. The driver also decided to take a 10 minute break along the way. Pathetic, not trustworthy, will never use them again."
Megabus,Megabus have cancelled all there…,1,,2024-12-12T18:41:52.000Z,Megabus have cancelled all there journeys in England for example the Newcastle to Southampton service! When I say I am extremely angry this does not even cut it! I depended on megabus for all my journeys from university and back and they were the BEST company with affordable prices and now that they’ve cancelled these services due to the less customer demand apparently my only option is the trains which are over £100 per return! I could rarely get a seat on my megabus service so how is this not a popular demand! It goes from Southampton all the way to Newcastle and the buses were always sold out! I will never be able to go back to Southampton again now and to say I’m heartbroken over this is an understatement!
Megabus,Uk megabus totally shit specially Leeds…,1,,2024-12-12T16:04:31.000Z,Uk megabus totally shit specially Leeds and Newcastle one | 1 hour to 2 hours later every time
Megabus,London to Manchester,4,,2024-12-10T10:43:27.000Z,Convenient comfortable and affordable - on time and adequate leg room. Clean toilet. |  | Just wish the woman opposite wouldn’t speak so loud so the whole coach could hear - throughout the 5 hour journey
Megabus,Driver asked me to get down as I have…,1,,2024-12-10T09:10:50.000Z,Driver asked me to get down as I have an extra baggage. I said I am ready to pay for extra baggage. He denied it.
Megabus,Even a single star feels too generous,1,,2024-12-10T04:04:09.000Z,Even a single star feels too generous. Repeated delays and consistent lack of punctuality make for an extremely disappointing experience. | This level of service is unacceptable and falls far below expectations.
Megabus,Very good service 😊,5,,2024-12-09T23:33:58.000Z,
Megabus,Polite service,5,,2024-12-09T18:49:55.000Z,"Polite service, plus arriving on time and very professionally handled"
Megabus,Lovely smooth journey on time,5,,2024-12-09T17:16:16.000Z,Lovely smooth journey on time
Megabus,Great journey from London to Newcastle,5,,2024-12-09T16:36:01.000Z,"Great journey from London to Newcastle, very comfortable seats. Pleasant driver's. Excellent price for tickets, worth paying the extra for a seat reservation. Keep up the good work."
Megabus,Cancelled service,1,,2024-12-09T16:20:11.000Z,"Megabus cancelled the service at very short notice,with no replacement available for a connection to Heathrow for a holiday flight. Verry stressful and annoying."
Megabus,We should be able to monitor all buses…,4,,2024-12-09T16:04:32.000Z,We should be able to monitor all buses on tracker and O experience delay and could not track the coach on a couple of occasions
Megabus,Coaches were very affordable,4,,2024-12-09T14:39:18.000Z,"Coaches were very affordable. Comfortable seats. Toilets not bad. Sometimes late arriving due to bad traffic, understandable."
Megabus,Terrible service,1,,2024-12-09T14:37:33.000Z,Terrible service. by | The coach didn't turn (02.00) up in Bristol so we had to wait three hours in freezing conditions for the next coach (05.00). | No reason was given and the bus tracker wasn't working. | Zero communication on the night or apologies since.
Megabus,Very poor hygiene…,1,,2024-12-09T14:08:58.000Z,Very poor hygiene maintenance.Washroomes are always clogged .
Megabus,Reliable and affordable service.,5,,2024-12-09T13:13:38.000Z,"The 4 am service from Bristol to London Heathrow did manage to cover this distance in under two hours, with lots of time left to catch the flight."
Megabus,Very disappointing,2,,2024-12-09T13:08:24.000Z,Booked and reserved swat from Glasgow to Manchester. The double decker bus was replaced by single decker. The bus was spotless and the staff cheery and helpful. The seats where the problem. They were far too close to the one in front. There was no trays that could be accessed from seat in front. My legs were crushed as the leg room was totally unacceptable. This journey takes 4hrs and was the most uncomfortable journey I have had. Also the £3 seat reservation was not refundable. Unless they can ensure the type of coach selected by the company I will return to using the railway service it may cost more but at least it's a comfortable journey. The seats on the coach did not have a tray usually fitted to the rear of the seat in front. Whole journey was very uncomfortable.
Megabus,Bus  warm and comfortable left on time…,5,,2024-12-09T12:55:59.000Z,Bus warm and comfortable left on time driver was friendly I always use megabus as the fairs are very reasonable
Megabus,Sleeping rough; literally,2,,2024-12-09T12:53:54.000Z,"My overnight journey from London to Cardiff was not on an actual Megabus coach. It was on a sister company coach with tables and four seats to a table. That setup is NOT conducive to sleeping! Most people on a ride from 23:59 to 04:30 will want to sleep. Also, the WiFi was shaky and all-in-all it was an unpleasant journey. It arrived on time, that was the one good thing."
Megabus,Fabulous trip smooth and comfortable,5,,2024-12-09T12:52:32.000Z,Fabulous trip smooth and comfortable
Megabus,Do not use this company terrible…,1,,2024-12-09T10:27:28.000Z,"Do not use this company terrible experience the bus driver was tailgating cars at 60mph past Edinburgh airport flashing lights, weaving basically road raging everywhere. | Complaint has been sent to Megabus"
Megabus,Unreliable.,2,,2024-12-03T17:23:59.000Z,"Awful service. No tickets for Christmas on sale until December for the second year running, and now that tickets have gone on sale they've waited until now to cancel the Darlington to Leicester route. No way to run a service that people depend on for Christmas. |  | EDIT re ""We made this decision to improve the efficiency of our service in the future."" - a more efficient transport service is just a service fewer people can use. Disgraceful time to do it."
Megabus,Terrible Experience with Megabus,1,,2024-12-03T08:20:22.000Z,"Terrible Experience with Megabus – Will Never Use Again! |  | I’m extremely disappointed with Megabus and will never use their services again. I took my sister to the bus stop 15 minutes before the scheduled departure time, excited for her first holiday. However, she ended up waiting in cold and wet weather for over 1.5 hours without any clarity or shelter. This delay not only put her travel plans at serious risk but also caused unnecessary stress and worry during what should have been a positive experience. |  | After waiting 1.5 hours with no updates from Megabus, I contacted their out-of-hours service and was informed that the bus was delayed by three hours. At no point were we—or any of the other passengers waiting—notified of this. Instead, Megabus claimed they had posted the delay on Twitter. Neither my sister nor I use Twitter, and relying on a social media platform for such critical information is impractical and insufficient. |  | When I questioned why updates weren’t sent via email or text, I was told it would be considered ""spam."" It’s baffling how essential updates about booked travel arrangements could be deemed spam when they are crucial for passengers. I was further informed that Megabus does not have a system in place for notifying customers via email or text. |  | To ensure my sister didn’t miss her flight, I had no choice but to drive her to Manchester Airport myself—from Cardiff—at the last minute. This resulted in significant costs and inconvenience: |  | £60 in petrol expenses |  | £5 airport drop-off fee |  | Over 7 hours of travel time during hazardous weather conditions (Storm Bert), in the middle of the night (10:30 PM–5:30 AM), which posed serious safety risks. |  | This entire ordeal was completely avoidable if Megabus had implemented an effective and inclusive notification system. Instead, we were left stressed, inconvenienced, and significantly out of pocket. |  | I cannot recommend Megabus to anyone after this experience. Their lack of communication, disregard for passenger safety, and poor customer service have left me deeply disappointed. If you value reliability and stress-free travel, I strongly advise avoiding Megabus. |  | **EDIT** REPLY TO MEGABUS | We have already emailed your team regarding this incident and received a very unsatisfactory response. While you agreed to refund the cost of the bus tickets (excluding the £2 booking fee), you refused to take any responsibility for the lack of communication with customers and refused to reimburse the additional expenses caused by your delay, citing your terms and conditions as justification. |  | Given this experience, we will not be using your services again."
Megabus,"Aberdeen to Edinburgh in 12+ hrs, avoid megabus…",1,,2024-11-29T13:08:13.000Z,"Aberdeen to Edinburgh in 12+ hrs with megabus. Cycling take only 12 hrs. Worst experience ever and poorly managed by megabus staff, never again. | Coach departed Aberdeen at 16:30, the A90 was closed following collision near Fordoun and traffic was diverted onto the A92. After 4.5 hours the coach stopped at Arbroath to comply with the rule. You cannot drive for longer than 4.5 hours without taking a break of at least 45 minutes. Up to this point everything is perfectly understandable. After the 45mins break, the driver informed us that he had been driving since 6:30 and that he could not take it anymore. So, we had to wait for the next bus to take us from Arbroath to Dundee. Once we arrived in Dundee, we were left in limbo with no further information. The bus station was closed, and other drivers told us they couldn't do anything as it wasn't their problem. One of the passengers insisted, and a driver told us that we needed to wait at least half an hour for another bus to arrive that will take us to Halbeath Bus Park & Ride at located to the east of Dunfermline. We arrived at Halbeath Bus Park & Ride at midnight and then another coach took us to the Edinburgh Airport arriving at the hotel at 23:50 am."
Megabus,Sauna bus,2,,2024-11-25T12:38:37.000Z,"My train got cancelled night before and I was left with limited options the next day. The trip from London to Bristol… the heating was on and felt like 30 degrees, I asked the driver to turn it down, which he did and he said the heating is broken. Awful 2:30h trip😤🥵."
Megabus,worse bus service!,1,,2024-11-22T17:06:04.000Z,"worse bus service! | Was showing 4.25hr london to birmingham and took 7hrs. very old buses, it was broken midway."
